names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
PAFAH1B3,2.8042164,0.078034565,0.005043905453343648,0.010866026989187224,0.23714520773344303,0.2201676200611946
DPY19L1,2.8040094,0.047007732,0.005047143068796878,0.010871726171536776,0.10379816262169203,0.08695290674471198
CASC3,2.8032284,0.07313014,0.005059383937292059,0.010895537001245542,0.2172631290278349,0.19791805241452706
KANSL2,2.8022046,0.022307167,0.005075467453159152,0.01092889151019763,0.1551487727958316,0.1366236530530797
SPATA2L,2.8018374,0.084385335,0.005081246584774244,0.010940052596510307,0.08227067050596462,0.06623320473593189
ABCD3,2.800043,0.026626658,0.005109577931548284,0.010999760863073988,0.17194570135746606,0.15310296660901956
TOMM70,2.7977188,0.041189175,0.005146488836476981,0.011077922804988727,0.20204305498423145,0.18177131834508448
RNF115,2.797498,0.04996943,0.0051500076028452605,0.011084197584789806,0.29041546688605513,0.2662298789410669
STK35,2.7974052,0.13030203,0.005151488043451762,0.011084785182915483,0.08672699849170437,0.07092257549554344
STAU1,2.7963016,0.085976936,0.005169112243500556,0.01112010192184109,0.37803373097490744,0.35285020619928165
DAB2,2.7962406,0.33622292,0.005170091059918244,0.011120904633453476,0.13567804744275333,0.12544898230677132
UVRAG,2.7960215,0.033231072,0.005173597006927925,0.01112714239711885,0.18449197860962566,0.16524211786617002
BCAS3,2.7936642,0.072091155,0.005211456320570835,0.011207255739283334,0.09632524338406691,0.0799022216309698
TMEM19,2.7935717,0.01603764,0.005212945816696754,0.011209146052274166,0.15439462498286027,0.1353764799787149
ADAM15,2.7929873,0.087598376,0.005222374411609758,0.011226790372505182,0.17667626491155902,0.15774245044565652
ARG2,2.7922,0.20517379,0.005235095607587622,0.011252820235415165,0.06739339092280269,0.051882399893574564
PAQR8,2.7917237,0.15777877,0.005242809693258222,0.011265445146625419,0.06259426847662142,0.04699348144206465
S1PR5,2.7905626,0.07496409,0.005261651251988297,0.011304607844343216,0.06499382969971206,0.04910536118132234
JKAMP,2.7897685,0.009976982,0.005274573846560387,0.011331046027459374,0.2065679418620595,0.1852800319276307
KIF2C,2.7890823,0.59677625,0.005285764951404473,0.011353758805888807,0.04538598656245715,0.030480909937475056
MICAL2,2.7882626,0.029443668,0.005299157487736115,0.011381194365694562,0.12854792266556972,0.1112312092590129
SPAG5,2.7867236,0.5437185,0.005324385837744808,0.011434040744658761,0.04470039764157411,0.029732606092856193
CPT1A,2.786615,0.0616559,0.005326175180480155,0.011436545724335882,0.15466886055121348,0.13627444459225754
DNAJC2,2.7863827,0.045468275,0.0053299912110875486,0.011443401382925454,0.25503907856849034,0.23325462285486231
AIFM1,2.7857242,0.0608395,0.005340830221710004,0.011465331895337003,0.16687234334293158,0.14856325661833178
FAM222B,2.7828171,0.09994483,0.005388917917618899,0.011563155531775225,0.10366104483751543,0.08748503392310762
SERPINB7,2.780494,2.467469,0.005427624825558717,0.011640768534293144,0.018648018648018648,0.0038412930690435013
SH2D1A,2.7803814,0.15993902,0.005429509861073557,0.011643451361734593,0.14651035239270532,0.129024211786617
NGRN,2.7796016,0.0574731,0.0054425639144971075,0.011668719761102451,0.0836418483477307,0.06753026473327126
MARCHF2,2.7768476,0.07928296,0.005488890173613788,0.011763921148327625,0.18202385849444672,0.1649760542769722
PROSER3,2.775995,0.26587352,0.005503304146208793,0.011793436908092862,0.05573837926779103,0.0405248104296927
TMEM186,2.7742474,0.10452912,0.005532958731573684,0.011854218818019183,0.08741258741258741,0.07147133164826394
KCTD17,2.773129,0.32970336,0.005552009033517965,0.011889484238911053,0.07431783902372138,0.059465212185712386
HERC3,2.7723215,0.47811985,0.005565804170641978,0.011917636195586863,0.04326066090771973,0.02831914327524278
HECTD2,2.7711082,0.3568197,0.005586586075717736,0.011957951379838348,0.05765802824626354,0.04262006119462552
TINAGL1,2.7638648,0.10176641,0.0057121215028264165,0.012220958158167773,0.12683395036336212,0.11016695490222163
B3GALT6,2.763291,0.030323124,0.0057221737881012836,0.012241038439162025,0.12402303578774167,0.10674138619129972
FANCC,2.7621462,0.16064025,0.005742273553227884,0.012281786339711826,0.05553270259152612,0.04017560196887056
MZT1,2.761601,0.033122074,0.005751872433620952,0.012300271343316365,0.2047854106677636,0.18443195423706266
CCDC126,2.7597482,0.11022061,0.005784591952784616,0.012367360601429709,0.10167283696695462,0.08573899161899694
SH3D21,2.7591515,0.44191208,0.005795168916800976,0.012388531433389536,0.049019607843137254,0.0340727683916456
EAF1,2.7573094,0.21691932,0.005827915868498433,0.012455635346467202,0.10825449060743178,0.09308899827058667
TMEM52B,2.7559025,2.4283404,0.005853041965480094,0.012507879833354284,0.01727684080625257,0.0025774910203538648
SH3KBP1,2.7549658,0.06715747,0.005869827712899779,0.012540831584425512,0.3253805018510901,0.3033623786084874
AC006486.1,2.753612,0.7178423,0.00589416110400986,0.012589889719721387,0.02406417112299465,0.009295596647598776
PCCB,2.748694,0.06425893,0.005983321096645724,0.01277439054133862,0.11120252296722885,0.09473526672874817
FRYL,2.7472548,0.04264182,0.006009642079316589,0.01282760267592791,0.29439188262717675,0.2706199281628309
RMDN1,2.7471995,0.029392451,0.00601065756059955,0.012828278910864622,0.20985876868229808,0.18927098576559798
ARMC7,2.7470765,0.09883966,0.006012912560075805,0.012831600129655027,0.07849993144110791,0.06290740987095916
TFG,2.746396,0.06584086,0.006025397457177728,0.012856748717169119,0.29953379953379955,0.27590794199813756
NUP107,2.7452984,-0.0012101167,0.006045591362112148,0.012898338717143987,0.15384615384615385,0.1351104163895171
WHRN,2.7446392,0.53528696,0.006057746427219752,0.012921445715410634,0.06060606060606061,0.046278435546095516
PMFBP1,2.7440214,2.603723,0.006069156103950409,0.012944102128543787,0.01713972302207596,0.00251097512305441
ITGA3,2.743721,0.06250911,0.00607471578660683,0.012954454884772124,0.15069244481009186,0.13324797126513235
ADK,2.7424529,0.0015568916,0.0060982198678268115,0.013001557709378551,0.21801727684080624,0.1951576426765997
NCAPH,2.7420123,0.40334046,0.006106408155233372,0.013017503789415992,0.04696284108048814,0.03212717839563656
ZNF8,2.74175,0.24588443,0.006111282097733198,0.013024869483050407,0.04709995886466475,0.032077291472661966
CD160,2.7394252,0.5873027,0.00615467258461162,0.013112780613373632,0.04065542300836419,0.0258414261008381
INPPL1,2.7392745,0.10068991,0.006157493108397267,0.013117267776224878,0.13046757164404224,0.11417453771451377
SGPP2,2.7392073,0.09575777,0.00615875550941727,0.013118435024177552,0.16940902235019883,0.152071970200878
MFSD11,2.738525,0.030178301,0.006171548946435636,0.013144160794049961,0.15089812148635678,0.13308168152188374
HIRA,2.7376518,0.1485784,0.0061879557601983905,0.013177521510894127,0.07575757575757576,0.06041306372222961
PES1,2.7368155,0.07898291,0.0062037078984856515,0.013204994287513917,0.11367064308240779,0.09719635492882799
ECHDC3,2.736606,0.06732565,0.006207662670840261,0.013210349362459206,0.07918552036199095,0.06302381269123321
SLC2A6,2.7352002,0.39614725,0.0062342344585169605,0.013265358545929994,0.05978335390100096,0.04508114939470533
ATG9B,2.7346995,0.71817434,0.006243723084809519,0.013280931367028218,0.03290826820238585,0.01825861380870028
GPAT3,2.7340667,0.29568678,0.006255736286136078,0.013304943119395868,0.049019607843137254,0.03408939736597047
ZBTB7A,2.7329779,0.09575643,0.006276452729209117,0.013345911819456699,0.4308240778829014,0.4080750299321538
MRRF,2.7326539,0.05683459,0.006282631951099402,0.013355957537818238,0.11942959001782531,0.10268391645603299
ELOVL1,2.7317395,0.050451208,0.006300093816743634,0.013391528428945343,0.2475661593308652,0.22583810030597312
TIGD7,2.7315087,0.35466868,0.0063045090826403935,0.013399362341284901,0.037775949540655426,0.02296461354263669
NUP88,2.7303896,0.017576817,0.006325953830287484,0.013441828292779597,0.14404223227752638,0.12624717307436478
GPS2,2.7294319,-0.012435338,0.006344355514414418,0.013479369544105894,0.1977238447826683,0.1767659970733005
KNSTRN,2.7275562,0.28851393,0.006380537958167411,0.013550349790597233,0.06849033319621554,0.053528668351736065
INO80B,2.7270522,0.49009138,0.006390293051222239,0.013567549804982832,0.05217331687919923,0.03758148197419183
PET117,2.726548,0.09358284,0.0064000657116328186,0.013586727544373938,0.11037981626216921,0.09438605826792604
RNF34,2.7246404,0.018250803,0.006437155249228872,0.01366388526370998,0.1619361031125737,0.14360782226952243
OVOL2,2.7236013,0.19491617,0.006457441074294195,0.01370377664876511,0.06972439325380501,0.05469269655447652
TBRG4,2.722554,0.026046008,0.0064779437809074835,0.013742566243274227,0.14171122994652408,0.12411866436078223
PANX2,2.722553,0.7088827,0.006477964753310737,0.013742566243274227,0.02378993555464144,0.009195822801649595
PRAM1,2.7220669,0.5212653,0.006487500935429184,0.013759617035395084,0.035993418346359524,0.021268458161500598
