Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Cation Channel Activity (GO:2001257),1/56,0.7724069676250702,0.8263942979341775,0,0,0.6791608391608391,0.1753890132440393,JSRP1
GO_Biological_Process_2023,RNA Catabolic Process (GO:0006401),1/57,0.7783523735717464,0.8316155378216377,0,0,0.6669986263736264,0.1671338044562118,HSPA1B
GO_Biological_Process_2023,Myeloid Cell Differentiation (GO:0030099),1/57,0.7783523735717464,0.8316155378216377,0,0,0.6669986263736264,0.1671338044562118,ZBTB16
GO_Biological_Process_2023,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),1/57,0.7783523735717464,0.8316155378216377,0,0,0.6669986263736264,0.1671338044562118,IL6
GO_Biological_Process_2023,Regulation Of Phagocytosis (GO:0050764),1/58,0.7841427567523025,0.8370384395231961,0,0,0.6552631578947369,0.1593365333969501,GATA2
GO_Biological_Process_2023,Positive Regulation Of Type II Interferon Production (GO:0032729),1/58,0.7841427567523025,0.8370384395231961,0,0,0.6552631578947369,0.1593365333969501,IL1R1
GO_Biological_Process_2023,DNA-templated Transcription Initiation (GO:0006352),1/59,0.7897821518065158,0.8407589997867545,0,0,0.6439323607427055,0.151966832180726,PPARGC1A
GO_Biological_Process_2023,Anterior/Posterior Pattern Specification (GO:0009952),1/59,0.7897821518065158,0.8407589997867545,0,0,0.6439323607427055,0.151966832180726,HOXB9
GO_Biological_Process_2023,Chordate Embryonic Development (GO:0043009),1/59,0.7897821518065158,0.8407589997867545,0,0,0.6439323607427055,0.151966832180726,SULF1
GO_Biological_Process_2023,Cilium Movement (GO:0003341),1/59,0.7897821518065158,0.8407589997867545,0,0,0.6439323607427055,0.151966832180726,NME5
GO_Biological_Process_2023,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),1/59,0.7897821518065158,0.8407589997867545,0,0,0.6439323607427055,0.151966832180726,IL6
GO_Biological_Process_2023,Positive Regulation Of Proteolysis (GO:0045862),1/59,0.7897821518065158,0.8407589997867545,0,0,0.6439323607427055,0.151966832180726,CTSK
GO_Biological_Process_2023,Small GTPase Mediated Signal Transduction (GO:0007264),2/112,0.7930176459546587,0.8438197759317633,0,0,0.6785426519530566,0.1573606944007249,DIRAS3;FGF2
GO_Biological_Process_2023,Regulation Of Macromolecule Metabolic Process (GO:0060255),3/162,0.7973988613260147,0.8480963366146805,0,0,0.7037225905150434,0.1593229859187532,EDN3;NRG1;PTHLH
GO_Biological_Process_2023,Fatty Acid Catabolic Process (GO:0009062),1/61,0.8006235942916452,0.8511395632460432,0,0,0.6224038461538461,0.1384004342163663,GLYATL2
GO_Biological_Process_2023,Regulation Of Interleukin-6 Production (GO:0032675),2/114,0.8010732660780443,0.8512312110502631,0,0,0.6663570052298377,0.147799894761598,IL6;TWIST1
GO_Biological_Process_2023,Regulation Of Embryonic Development (GO:0045995),1/62,0.805833197653892,0.8547379297578874,0,0,0.6121689785624211,0.1321541261610318,SOX17
GO_Biological_Process_2023,Cell Junction Organization (GO:0034330),1/62,0.805833197653892,0.8547379297578874,0,0,0.6121689785624211,0.1321541261610318,SNCA
GO_Biological_Process_2023,Glycerophospholipid Metabolic Process (GO:0006650),1/62,0.805833197653892,0.8547379297578874,0,0,0.6121689785624211,0.1321541261610318,PDGFRB
GO_Biological_Process_2023,Protein Lipidation (GO:0006497),1/62,0.805833197653892,0.8547379297578874,0,0,0.6121689785624211,0.1321541261610318,CWH43
GO_Biological_Process_2023,G1/S Transition Of Mitotic Cell Cycle (GO:0000082),1/63,0.8109069297920297,0.8597302080456921,0,0,0.6022642679900745,0.1262357898382818,CCND1
GO_Biological_Process_2023,Regulation Of GTPase Activity (GO:0043087),4/214,0.8118348638246471,0.8600813054439254,0,0,0.7099198673666759,0.147988709400783,NTRK2;SFRP1;THY1;FERMT2
GO_Biological_Process_2023,Protein Localization (GO:0008104),7/351,0.8119725731582061,0.8600813054439254,0,0,0.7575389105058365,0.1577868072087376,GJA1;FGF7;CAV1;TNS4;PHYHIP;FERMT2;JAM3
GO_Biological_Process_2023,Protein Maturation (GO:0051604),2/117,0.8126355743193243,0.8603944462277836,0,0,0.6488732512356539,0.1346233672949142,CPXM2;AEBP1
GO_Biological_Process_2023,Cellular Response To Virus (GO:0098586),1/64,0.8158483276336503,0.8634056860903793,0,0,0.5926739926739927,0.1206250496429744,IL6
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle Process (GO:0090068),2/118,0.8163543817603334,0.8635510217175704,0,0,0.643246295927181,0.130519000511462,PDGFRB;EDN3
GO_Biological_Process_2023,Cellular Response To Tumor Necrosis Factor (GO:0071356),2/119,0.8200070682682794,0.8665408833070725,0,0,0.6377155278889383,0.1265497481666083,PLVAP;SFRP1
GO_Biological_Process_2023,Cellular Response To Light Stimulus (GO:0071482),1/65,0.8206608365393196,0.8665408833070725,0,0,0.5833834134615384,0.115303027727499,DMBT1
GO_Biological_Process_2023,Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),1/65,0.8206608365393196,0.8665408833070725,0,0,0.5833834134615384,0.115303027727499,IL6
